epoch,lr,train_loss,val_loss,train_mean_iou,val_mean_iou,train_pixel_accuracy,val_pixel_accuracy
29,7.315399932169282e-05,1.527300381109494,1.5622981599291916,0.5929675002749807,0.6144010901744896,0.8337121568903441,0.8575274321377108
30,6.861481293813718e-05,1.5239011765528123,1.5621766804149315,0.5974478226776192,0.606596717515197,0.8360063309381369,0.8571045889804105
31,6.411276266834036e-05,1.5261267073014204,1.5620495230896667,0.5927948099333388,0.6099863510834049,0.8318303914583411,0.8563060874031234
32,5.9662533264521054e-05,1.5163370351664491,1.5595960204706252,0.5983595490265567,0.6213506099305705,0.8339506250803544,0.857490482727733
33,5.52786404500042e-05,1.512718814845179,1.5796294984577586,0.602201983795977,0.6149300515516452,0.8361808995143467,0.8514421649238618
34,5.097538357194871e-05,1.5083324220501075,1.554856445054588,0.6014005422932642,0.6281594891567833,0.836072421064373,0.8586020745706274
35,4.6766798959849085e-05,1.5100752494248355,1.5481848041966275,0.6012932755620135,0.6238344555665936,0.834773969249565,0.8608612218619777
36,4.2666614141946094e-05,1.5128459809374075,1.5511898859491888,0.5959952386891386,0.630913673443445,0.833164520385791,0.8593821501246252
37,3.8688203068883045e-05,1.4996499527736205,1.5528473666628952,0.6051889508150898,0.6208834855995076,0.8368861826957346,0.8603408084083032
38,3.4844542490658475e-05,1.500910089296453,1.547833074563704,0.6041705407788858,0.621765926213432,0.8379575524057279,0.8595321688670795
39,3.114816962916496e-05,1.4983439057314096,1.5478789843853165,0.6030809153222266,0.6304081301660409,0.8372472203603121,0.8610573604295673
40,2.76111412843772e-05,1.4916452233697854,1.5483883499349438,0.6048798341285222,0.6221459874102513,0.8373331128716135,0.8586981053082525
41,2.424499450757653e-05,1.492838082443766,1.551635719695181,0.6058113991656487,0.6162155804842226,0.8383684749839877,0.8546811105269307
42,2.1060708969887597e-05,1.492211923545816,1.547173447578958,0.6062780593882675,0.621268998867268,0.8377808513236837,0.859892030075554
43,1.80686711488734e-05,1.4939229478355216,1.5503945163210984,0.6065025602296441,0.6193831412405317,0.8380165664898772,0.8558806215192585
44,1.527864045000423e-05,1.4889004127818997,1.5448971694370486,0.6078385717562101,0.6238201500760994,0.8387058177152698,0.8583042155917747
45,1.2699717373505512e-05,1.4930162211927045,1.5427367619748384,0.6070860750535154,0.6257798305906576,0.837281245048068,0.8613389718911867
46,1.0340313830417836e-05,1.4903437719792545,1.5406993342645514,0.6054679788718493,0.6280058729466782,0.8389819993549178,0.8604122548876426
47,8.208125704691324e-06,1.4890227223477777,1.5435168060866542,0.6096326303080593,0.6276862376505742,0.8390020436885692,0.8598657906394828
48,6.310107750811999e-06,1.486427156865096,1.5417974662480864,0.607865623953814,0.6227022421108976,0.8389571587912509,0.8598247823928029
49,4.652450908838031e-06,1.4799908546506524,1.5410651733290477,0.6084697338743192,0.6242723025166802,0.8393946567884967,0.8611098818981968
50,3.2405621108402104e-06,1.4920846486792845,1.5411616368863568,0.6058850691217723,0.6323307600580941,0.8386890774681455,0.8620493474218172
51,2.0790466446133227e-06,1.479736205993914,1.5390516347105399,0.6095982566782852,0.6331290331256452,0.8398524471739379,0.8606426349456712
52,1.1716931321845524e-06,1.4810151494517714,1.5381775329697807,0.6104242218781362,0.6292980744946015,0.8388899879104473,0.8596401266211006
53,5.214611721159823e-07,1.485274083557583,1.535276655131166,0.6067446719854823,0.6304037246896804,0.8377624937609321,0.8621096397067415
54,1.3047168590914815e-07,1.47916681459304,1.5375865547911927,0.6108241607122954,0.6323398143590044,0.840843619704962,0.860665819605094
55,0.0,1.4805315120213507,1.5343624923214223,0.6107732592408776,0.6311242059277429,0.8408380472550349,0.8612451014039803
