name,original_height,original_width,mean_iou,pixel_accuracy,matched_pixels,total_valid_pixels,iou_trees,iou_lush_bushes,iou_dry_grass,iou_dry_bushes,iou_ground_clutter,iou_flowers,iou_logs,iou_rocks,iou_landscape,iou_sky
cc0000016.png,540,960,0.5302796339957446,0.9099787808641975,471733,518400,,0.4868965517241379,0.6392857660898449,0.3444023796646836,0.17279411764705882,,,0.4134894322420224,0.6568087411955933,0.9982804494068712
cc0000019.png,540,960,0.5331751988580425,0.8676736111111111,449802,518400,,0.5014880952380952,0.6303174173903463,0.3696712619300106,0.2013379369874838,,,0.38516632182078625,0.6459019576120368,0.998343401027539
cc0000020.png,540,960,0.5359195499387956,0.854429012345679,442936,518400,,0.48250728862973763,0.6503393133104884,0.39874948182948733,0.20472905037617445,,,0.38573756498797235,0.6311111655209984,0.9982629849167107
cc0000024.png,540,960,0.5457997495181777,0.8040875771604938,416839,518400,,0.5145631067961165,0.6859973269125841,0.4094500353107345,0.22508669763789832,,,0.38645078824030676,0.6031348209836648,0.9959154707459391
cc0000032.png,540,960,0.5677943355699704,0.7697723765432098,399050,518400,,0.49809402795425667,0.6977031423506264,0.4389991575898201,0.24648506151142355,,,0.5297378277153558,0.5713297941454903,0.99221133772282
cc0000052.png,540,960,0.5663076266142635,0.7710146604938272,399694,518400,,0.5449101796407185,0.70511075687625,0.44276481744029755,0.2604778070370253,,,0.4391279181940961,0.5823350421985074,0.9894268649129495
cc0000065.png,540,960,0.5765699703752168,0.7898186728395061,409442,518400,,0.5051085568326947,0.7375367986971036,0.495105232849739,0.2625705763289656,,,0.47573062261753496,0.5746606560483509,0.9852773492521296
cc0000078.png,540,960,0.576545466816843,0.751286651234568,389467,518400,,0.5609532538955087,0.7043110624918298,0.5163489364241176,0.279327002250645,,,0.53070079086116,0.5460441784739946,0.8981330433206453
cc0000079.png,540,960,0.5778349530713005,0.7469868827160494,387238,518400,,0.5360068995256576,0.685415372995036,0.5157773871626219,0.27676410605030594,,,0.5482345353899071,0.5509812341649848,0.9316651362105908
cc0000081.png,540,960,0.5902938072145404,0.7640200617283951,396068,518400,,0.5527406725011516,0.6482114086190686,0.5219301587301587,0.2889091619966115,,,0.5540803961856593,0.5801441648609207,0.9860406876082117
cc0000085.png,540,960,0.5889774001793177,0.785426311728395,407165,518400,,0.6058879392212726,0.6408197748584473,0.49538745387453875,0.3073757892496512,,,0.48693139823960224,0.5921474282325256,0.9942920175791852
cc0000097.png,540,960,0.6112666575059931,0.7769791666666667,402786,518400,,0.5973926380368099,0.6507959094617414,0.5246675080089311,0.3606804028921302,,,0.5357910054743261,0.625044668736649,0.9844944699313631
